num,District Name,Full Name,Party,Percent Votes,fullname_w,party_w,percentvotes_w
10001,Avalon,Scott Andrews,No Affiliation,17.8,Ken Ken,Liberal,55.9
10001,Avalon,Jeannie Baldwin,NDP-New Democratic Party,14.4,Ken Ken,Liberal,55.9
10001,Avalon,Lorraine E. Barnett,Conservative,11.1,Ken Ken,Liberal,55.9
10001,Avalon,Krista Byrne-Puumala,Green Party,0.5,Ken Ken,Liberal,55.9
10001,Avalon,Jennifer McCreath,Forces et Démocratie - Allier les forces de nos régions,0.2,Ken Ken,Liberal,55.9
10001,Avalon,Ken McDonald,Liberal,55.9,Ken Ken,Liberal,55.9
10002,Bonavista--Burin--Trinity,Jenn Brown,NDP-New Democratic Party,7.3,Judy M. Judy M.,Liberal,81.8
10002,Bonavista--Burin--Trinity,Tyler John Colbourne,Green Party,0.8,Judy M. Judy M.,Liberal,81.8
10002,Bonavista--Burin--Trinity,Judy M. Foote,Liberal,81.8,Judy M. Judy M.,Liberal,81.8
10002,Bonavista--Burin--Trinity,Mike Windsor,Conservative,10.1,Judy M. Judy M.,Liberal,81.8
10003,Coast of Bays--Central--Notre Dame,Claudette Menchenton,NDP-New Democratic Party,6.1,Scott Scott,Liberal,74.8
10003,Coast of Bays--Central--Notre Dame,Kevin George O'Brien,Conservative,18.3,Scott Scott,Liberal,74.8
10003,Coast of Bays--Central--Notre Dame,Elizabeth Perry,Green Party,0.8,Scott Scott,Liberal,74.8
10003,Coast of Bays--Central--Notre Dame,Scott Simms,Liberal,74.8,Scott Scott,Liberal,74.8
10004,Labrador,Yvonne Jones,Liberal,71.8,Yvonne Yvonne,Liberal,71.8
10004,Labrador,Peter Penashue,Conservative,13.9,Yvonne Yvonne,Liberal,71.8
10004,Labrador,Edward Rudkowski,NDP-New Democratic Party,14.4,Yvonne Yvonne,Liberal,71.8
10005,Long Range Mountains,Devon Babstock,NDP-New Democratic Party,11.3,Gudie Gudie,Liberal,73.9
10005,Long Range Mountains,Terry Cormier,Green Party,2.7,Gudie Gudie,Liberal,73.9
10005,Long Range Mountains,Gudie Hutchings,Liberal,73.9,Gudie Gudie,Liberal,73.9
10005,Long Range Mountains,Wayne Ruth,Conservative,12.2,Gudie Gudie,Liberal,73.9
10006,St. John's East,Sean Burton,Communist,0.3,Nick Nick,Liberal,46.7
10006,St. John's East,Jack Harris,NDP-New Democratic Party,45.3,Nick Nick,Liberal,46.7
10006,St. John's East,David Anthony Peters,Green Party,1.1,Nick Nick,Liberal,46.7
10006,St. John's East,Deanne Stapleton,Conservative,6.5,Nick Nick,Liberal,46.7
10006,St. John's East,Nick Whalen,Liberal,46.7,Nick Nick,Liberal,46.7
10007,St. John's South--Mount Pearl,Ryan Cleary,NDP-New Democratic Party,36.8,Seamus Seamus,Liberal,57.9
10007,St. John's South--Mount Pearl,Marek Krol,Conservative,4.6,Seamus Seamus,Liberal,57.9
10007,St. John's South--Mount Pearl,Jackson McLean,Green Party,0.8,Seamus Seamus,Liberal,57.9
10007,St. John's South--Mount Pearl,Seamus O'Regan,Liberal,57.9,Seamus Seamus,Liberal,57.9
11001,Cardigan,Billy Cann,NDP-New Democratic Party,11.1,Lawrence Lawrence,Liberal,65.0
11001,Cardigan,Teresa Doyle,Green Party,6.4,Lawrence Lawrence,Liberal,65.0
11001,Cardigan,Lawrence MacAulay,Liberal,65.0,Lawrence Lawrence,Liberal,65.0
11001,Cardigan,Julius Patkai,Conservative,16.2,Lawrence Lawrence,Liberal,65.0
11001,Cardigan,Christene Squires,Christian Heritage Party,1.3,Lawrence Lawrence,Liberal,65.0
11002,Charlottetown,Joe Byrne,NDP-New Democratic Party,23.1,Sean Sean,Liberal,56.3
11002,Charlottetown,Sean Casey,Liberal,56.3,Sean Sean,Liberal,56.3
11002,Charlottetown,Ron MacMillan,Conservative,14.8,Sean Sean,Liberal,56.3
11002,Charlottetown,Becka Viau,Green Party,5.8,Sean Sean,Liberal,56.3
11003,Egmont,Herb Dickieson,NDP-New Democratic Party,19.2,Bobby Bobby,Liberal,49.3
11003,Egmont,Nils Ling,Green Party,2.6,Bobby Bobby,Liberal,49.3
11003,Egmont,Bobby Morrissey,Liberal,49.3,Bobby Bobby,Liberal,49.3
11003,Egmont,Gail Shea,Conservative,29.0,Bobby Bobby,Liberal,49.3
11004,Malpeque,Wayne Easter,Liberal,62.1,Wayne Wayne,Liberal,62.1
11004,Malpeque,Leah-Jane Hayward,NDP-New Democratic Party,11.2,Wayne Wayne,Liberal,62.1
11004,Malpeque,Lynne Lund,Green Party,9.2,Wayne Wayne,Liberal,62.1
11004,Malpeque,Stephen Stewart,Conservative,17.6,Wayne Wayne,Liberal,62.1
12001,Cape Breton--Canso,Maria Goretti Coady,Green Party,3.0,Rodger Rodger,Liberal,74.4
12001,Cape Breton--Canso,Rodger Cuzner,Liberal,74.4,Rodger Rodger,Liberal,74.4
12001,Cape Breton--Canso,Adam Daniel Rodgers,Conservative,14.4,Rodger Rodger,Liberal,74.4
12001,Cape Breton--Canso,Michelle Smith,NDP-New Democratic Party,8.2,Rodger Rodger,Liberal,74.4
12002,Central Nova,Fred DeLorey,Conservative,25.8,Sean Sean,Liberal,58.5
12002,Central Nova,Sean Fraser,Liberal,58.5,Sean Sean,Liberal,58.5
12002,Central Nova,David Hachey,Green Party,4.1,Sean Sean,Liberal,58.5
12002,Central Nova,Ross Landry,NDP-New Democratic Party,10.2,Sean Sean,Liberal,58.5
12002,Central Nova,Alexander J. MacKenzie,Independent,1.3,Sean Sean,Liberal,58.5
12003,Cumberland--Colchester,Scott Armstrong,Conservative,26.5,Bill Bill,Liberal,63.7
12003,Cumberland--Colchester,Jason Matthew Blanch,Green Party,3.6,Bill Bill,Liberal,63.7
12003,Cumberland--Colchester,Bill Casey,Liberal,63.7,Bill Bill,Liberal,63.7
12003,Cumberland--Colchester,Kenneth Jackson,Independent,0.4,Bill Bill,Liberal,63.7
12003,Cumberland--Colchester,Richard Trueman Plett,Independent,0.2,Bill Bill,Liberal,63.7
12003,Cumberland--Colchester,Wendy Robinson,NDP-New Democratic Party,5.7,Bill Bill,Liberal,63.7
12004,Dartmouth--Cole Harbour,Robert Chisholm,NDP-New Democratic Party,24.4,Darren Darren,Liberal,58.2
12004,Dartmouth--Cole Harbour,Jason Cole,Conservative,14.0,Darren Darren,Liberal,58.2
12004,Dartmouth--Cole Harbour,Darren Fisher,Liberal,58.2,Darren Darren,Liberal,58.2
12004,Dartmouth--Cole Harbour,Brynn Nheiley,Green Party,3.4,Darren Darren,Liberal,58.2
12005,Halifax,Allan Bezanson,Marxist-Leninist,0.2,Andy Andy,Liberal,51.7
12005,Halifax,Irvine Carvery,Conservative,8.6,Andy Andy,Liberal,51.7
12005,Halifax,Andy Fillmore,Liberal,51.7,Andy Andy,Liberal,51.7
12005,Halifax,Megan Leslie,NDP-New Democratic Party,36.1,Andy Andy,Liberal,51.7
12005,Halifax,Thomas Trappenberg,Green Party,3.3,Andy Andy,Liberal,51.7
12006,Halifax West,Joanne Hussey,NDP-New Democratic Party,11.8,Geoff Geoff,Liberal,68.6
12006,Halifax West,Michael McGinnis,Conservative,15.6,Geoff Geoff,Liberal,68.6
12006,Halifax West,Geoff Regan,Liberal,68.6,Geoff Geoff,Liberal,68.6
12006,Halifax West,Richard Henryk Zurawski,Green Party,3.9,Geoff Geoff,Liberal,68.6
12007,Kings--Hants,Scott Brison,Liberal,70.7,Scott Scott,Liberal,70.7
12007,Kings--Hants,Megan Brown-Hodges,Rhinoceros,0.4,Scott Scott,Liberal,70.7
12007,Kings--Hants,Will Cooper,Green Party,3.4,Scott Scott,Liberal,70.7
12007,Kings--Hants,Hugh Curry,NDP-New Democratic Party,6.4,Scott Scott,Liberal,70.7
12007,Kings--Hants,David Morse,Conservative,18.6,Scott Scott,Liberal,70.7
12007,Kings--Hants,Edd Twohig,Independent,0.3,Scott Scott,Liberal,70.7
12007,Kings--Hants,Clifford James Williams,Independent,0.2,Scott Scott,Liberal,70.7
12008,Sackville--Preston--Chezzetcook,Mike Montgomery,Green Party,2.8,Darrell Darrell,Liberal,48.0
12008,Sackville--Preston--Chezzetcook,Darrell Samson,Liberal,48.0,Darrell Darrell,Liberal,48.0
12008,Sackville--Preston--Chezzetcook,Peter Stoffer,NDP-New Democratic Party,34.4,Darrell Darrell,Liberal,48.0
12008,Sackville--Preston--Chezzetcook,Robert Thomas Strickland,Conservative,14.9,Darrell Darrell,Liberal,48.0
12009,South Shore--St. Margarets,Ryan Barry,Communist,0.3,Bernadette Bernadette,Liberal,56.9
12009,South Shore--St. Margarets,Richard Biggar,Green Party,2.9,Bernadette Bernadette,Liberal,56.9
12009,South Shore--St. Margarets,Trevor Bruhm,Independent,0.5,Bernadette Bernadette,Liberal,56.9
12009,South Shore--St. Margarets,Richard Clark,Conservative,22.6,Bernadette Bernadette,Liberal,56.9
12009,South Shore--St. Margarets,Alex Godbold,NDP-New Democratic Party,16.8,Bernadette Bernadette,Liberal,56.9
12009,South Shore--St. Margarets,Bernadette Jordan,Liberal,56.9,Bernadette Bernadette,Liberal,56.9
12010,Sydney--Victoria,John Douglas Chiasson,Conservative,10.6,Mark Mark,Liberal,73.2
12010,Sydney--Victoria,Monika Dutt,NDP-New Democratic Party,13.1,Mark Mark,Liberal,73.2
12010,Sydney--Victoria,Mark Eyking,Liberal,73.2,Mark Mark,Liberal,73.2
12010,Sydney--Victoria,Wayne James Hiscock,Libertarian,0.6,Mark Mark,Liberal,73.2
12010,Sydney--Victoria,Adrianna MacKinnon,Green Party,2.5,Mark Mark,Liberal,73.2
12011,West Nova,Greg Foster,NDP-New Democratic Party,6.8,Colin Colin,Liberal,63.0
12011,West Nova,Colin Fraser,Liberal,63.0,Colin Colin,Liberal,63.0
12011,West Nova,Arnold LeBlanc,Conservative,26.1,Colin Colin,Liberal,63.0
12011,West Nova,Clark Walton,Green Party,4.2,Colin Colin,Liberal,63.0
13001,Acadie--Bathurst,Dominique Breau,Green Party,2.3,Serge Serge,Liberal,50.7
13001,Acadie--Bathurst,Serge Cormier,Liberal,50.7,Serge Serge,Liberal,50.7
13001,Acadie--Bathurst,Riba Girouard-Riordon,Conservative,7.6,Serge Serge,Liberal,50.7
13001,Acadie--Bathurst,Jason Godin,NDP-New Democratic Party,39.4,Serge Serge,Liberal,50.7
13002,Beauséjour,Ann Bastarache,Conservative,11.4,Dominic Dominic,Liberal,69.0
13002,Beauséjour,Hélène Boudreau,NDP-New Democratic Party,15.1,Dominic Dominic,Liberal,69.0
13002,Beauséjour,Kevin King,Green Party,4.5,Dominic Dominic,Liberal,69.0
13002,Beauséjour,Dominic LeBlanc,Liberal,69.0,Dominic Dominic,Liberal,69.0
13003,Fredericton,Keith Ashfield,Conservative,28.4,Matt Matt,Liberal,49.3
13003,Fredericton,Mary Lou Babineau,Green Party,12.4,Matt Matt,Liberal,49.3
13003,Fredericton,Matt DeCourcey,Liberal,49.3,Matt Matt,Liberal,49.3
13003,Fredericton,Sharon Scott-Levesque,NDP-New Democratic Party,9.9,Matt Matt,Liberal,49.3
13004,Fundy Royal,David Raymond Amos,Independent,0.6,Alaina Alaina,Liberal,40.9
13004,Fundy Royal,Stephanie Coburn,Green Party,3.9,Alaina Alaina,Liberal,40.9
13004,Fundy Royal,Alaina Lockhart,Liberal,40.9,Alaina Alaina,Liberal,40.9
13004,Fundy Royal,Jennifer McKenzie,NDP-New Democratic Party,17.5,Alaina Alaina,Liberal,40.9
13004,Fundy Royal,Rob Moore,Conservative,37.1,Alaina Alaina,Liberal,40.9
13005,Madawaska--Restigouche,René Arseneault,Liberal,55.7,René René,Liberal,55.7
13005,Madawaska--Restigouche,Françoise Aubin,Green Party,1.9,René René,Liberal,55.7
13005,Madawaska--Restigouche,Rosaire L'Italien,NDP-New Democratic Party,25.9,René René,Liberal,55.7
13005,Madawaska--Restigouche,Bernard Valcourt,Conservative,16.5,René René,Liberal,55.7
13006,Miramichi--Grand Lake,Matthew Ian Clark,Green Party,3.0,Pat Pat,Liberal,47.3
13006,Miramichi--Grand Lake,Patrick Colford,NDP-New Democratic Party,15.4,Pat Pat,Liberal,47.3
13006,Miramichi--Grand Lake,Pat Finnigan,Liberal,47.3,Pat Pat,Liberal,47.3
13006,Miramichi--Grand Lake,Tilly O'Neill-Gordon,Conservative,34.3,Pat Pat,Liberal,47.3
13007,Moncton--Riverview--Dieppe,Robert Goguen,Conservative,21.5,Ginette Ginette,Liberal,57.8
13007,Moncton--Riverview--Dieppe,Luc LeBlanc,NDP-New Democratic Party,16.2,Ginette Ginette,Liberal,57.8
13007,Moncton--Riverview--Dieppe,Luc Melanson,Green Party,4.6,Ginette Ginette,Liberal,57.8
13007,Moncton--Riverview--Dieppe,Ginette Petitpas Taylor,Liberal,57.8,Ginette Ginette,Liberal,57.8
13008,New Brunswick Southwest,Andrew Graham,NDP-New Democratic Party,12.6,Karen Karen,Liberal,43.9
13008,New Brunswick Southwest,Karen Ludwig,Liberal,43.9,Karen Karen,Liberal,43.9
13008,New Brunswick Southwest,Gayla MacIntosh,Green Party,4.9,Karen Karen,Liberal,43.9
13008,New Brunswick Southwest,John Williamson,Conservative,38.6,Karen Karen,Liberal,43.9
13009,Saint John--Rothesay,AJ Griffin,NDP-New Democratic Party,17.5,Wayne Wayne,Liberal,48.8
13009,Saint John--Rothesay,Wayne Long,Liberal,48.8,Wayne Wayne,Liberal,48.8
13009,Saint John--Rothesay,Sharon Murphy,Green Party,3.1,Wayne Wayne,Liberal,48.8
13009,Saint John--Rothesay,Rodney Weston,Conservative,30.5,Wayne Wayne,Liberal,48.8
13010,Tobique--Mactaquac,Richard Bragdon,Conservative,37.0,TJ TJ,Liberal,46.6
13010,Tobique--Mactaquac,TJ Harvey,Liberal,46.6,TJ TJ,Liberal,46.6
13010,Tobique--Mactaquac,Robert Kitchen,NDP-New Democratic Party,11.3,TJ TJ,Liberal,46.6
13010,Tobique--Mactaquac,Terry Wishart,Green Party,5.1,TJ TJ,Liberal,46.6
24001,Abitibi--Baie-James--Nunavik--Eeyou,Patrick Benoît,Green Party,2.3,Romeo Romeo,NDP-New Democratic Party,37.0
24001,Abitibi--Baie-James--Nunavik--Eeyou,Pierre Dufour,Liberal,32.1,Romeo Romeo,NDP-New Democratic Party,37.0
24001,Abitibi--Baie-James--Nunavik--Eeyou,Luc Ferland,Bloc Québécois,18.5,Romeo Romeo,NDP-New Democratic Party,37.0
24001,Abitibi--Baie-James--Nunavik--Eeyou,Mario Gagnon,Rhinoceros,0.7,Romeo Romeo,NDP-New Democratic Party,37.0
24001,Abitibi--Baie-James--Nunavik--Eeyou,Steven Hébert,Conservative,9.3,Romeo Romeo,NDP-New Democratic Party,37.0
24001,Abitibi--Baie-James--Nunavik--Eeyou,Romeo Saganash,NDP-New Democratic Party,37.0,Romeo Romeo,NDP-New Democratic Party,37.0
24002,Abitibi--Témiscamingue,Aline Bégin,Green Party,1.7,Christine Christine,NDP-New Democratic Party,41.5
24002,Abitibi--Témiscamingue,Benoit Fortin,Conservative,6.9,Christine Christine,NDP-New Democratic Party,41.5
24002,Abitibi--Témiscamingue,Pascal Le Fou Gélinas,Rhinoceros,0.9,Christine Christine,NDP-New Democratic Party,41.5
24002,Abitibi--Témiscamingue,Christine Moore,NDP-New Democratic Party,41.5,Christine Christine,NDP-New Democratic Party,41.5
24002,Abitibi--Témiscamingue,Yvon Moreau,Bloc Québécois,19.4,Christine Christine,NDP-New Democratic Party,41.5
24002,Abitibi--Témiscamingue,Claude Thibault,Liberal,29.6,Christine Christine,NDP-New Democratic Party,41.5
24003,Ahuntsic-Cartierville,Nicolas Bourdon,Bloc Québécois,13.2,Mélanie Mélanie,Liberal,46.8
24003,Ahuntsic-Cartierville,Catherine Gascon-David,Rhinoceros,0.5,Mélanie Mélanie,Liberal,46.8
24003,Ahuntsic-Cartierville,Mélanie Joly,Liberal,46.8,Mélanie Mélanie,Liberal,46.8
24003,Ahuntsic-Cartierville,Gilles Mercier,Green Party,2.1,Mélanie Mélanie,Liberal,46.8
24003,Ahuntsic-Cartierville,Wiliam Moughrabi,Conservative,7.3,Mélanie Mélanie,Liberal,46.8
24003,Ahuntsic-Cartierville,Maria Mourani,NDP-New Democratic Party,30.0,Mélanie Mélanie,Liberal,46.8
24004,Alfred-Pellan,Lynda Briguene,Green Party,2.0,Angelo Angelo,Liberal,44.5
24004,Alfred-Pellan,Rosane Doré Lefebvre,NDP-New Democratic Party,24.0,Angelo Angelo,Liberal,44.5
24004,Alfred-Pellan,Angelo Iacono,Liberal,44.5,Angelo Angelo,Liberal,44.5
24004,Alfred-Pellan,Renata Isopo,Independent,0.4,Angelo Angelo,Liberal,44.5
24004,Alfred-Pellan,Gabriel Purcarus,Conservative,11.3,Angelo Angelo,Liberal,44.5
24004,Alfred-Pellan,Daniel St-Hilaire,Bloc Québécois,17.8,Angelo Angelo,Liberal,44.5
24005,Argenteuil--La Petite-Nation,Jonathan Beauchamp,Bloc Québécois,18.7,Stéphane Stéphane,Liberal,43.3
24005,Argenteuil--La Petite-Nation,Chantal Crête,NDP-New Democratic Party,24.8,Stéphane Stéphane,Liberal,43.3
24005,Argenteuil--La Petite-Nation,Maxime Hupé-Labelle,Conservative,11.1,Stéphane Stéphane,Liberal,43.3
24005,Argenteuil--La Petite-Nation,Audrey Lamarche,Green Party,2.2,Stéphane Stéphane,Liberal,43.3
24005,Argenteuil--La Petite-Nation,Stéphane Lauzon,Liberal,43.3,Stéphane Stéphane,Liberal,43.3
24006,Avignon--La Mitis--Matane--Matapédia,Joël Charest,NDP-New Democratic Party,20.2,Rémi Rémi,Liberal,39.5
24006,Avignon--La Mitis--Matane--Matapédia,Kédina Fleury-Samson,Bloc Québécois,21.0,Rémi Rémi,Liberal,39.5
24006,Avignon--La Mitis--Matane--Matapédia,Jean-François Fortin,Forces et Démocratie - Allier les forces de nos régions,11.6,Rémi Rémi,Liberal,39.5
24006,Avignon--La Mitis--Matane--Matapédia,Rémi Massé,Liberal,39.5,Rémi Rémi,Liberal,39.5
24006,Avignon--La Mitis--Matane--Matapédia,Éric Normand,Rhinoceros,0.5,Rémi Rémi,Liberal,39.5
24006,Avignon--La Mitis--Matane--Matapédia,André Savoie,Conservative,6.1,Rémi Rémi,Liberal,39.5
24006,Avignon--La Mitis--Matane--Matapédia,Sherri Springle,Green Party,1.0,Rémi Rémi,Liberal,39.5
24007,Beauce,Maxime Bernier,Conservative,58.9,Maxime Maxime,Conservative,58.9
24007,Beauce,Céline Brown MacDonald,Green Party,1.7,Maxime Maxime,Conservative,58.9
24007,Beauce,Daniel Royer,NDP-New Democratic Party,9.7,Maxime Maxime,Conservative,58.9
24007,Beauce,Stéphane Trudel,Bloc Québécois,7.4,Maxime Maxime,Conservative,58.9
24007,Beauce,Adam Veilleux,Liberal,22.3,Maxime Maxime,Conservative,58.9
24008,Beauport--Limoilou,Francis Bedard,Libertarian,0.8,Alupa Alupa,Conservative,30.6
24008,Beauport--Limoilou,Doni Berberi,Bloc Québécois,14.8,Alupa Alupa,Conservative,30.6
24008,Beauport--Limoilou,Antoine Bujold,Liberal,25.4,Alupa Alupa,Conservative,30.6
24008,Beauport--Limoilou,Alupa Clarke,Conservative,30.6,Alupa Alupa,Conservative,30.6
24008,Beauport--Limoilou,Raymond Côté,NDP-New Democratic Party,25.5,Alupa Alupa,Conservative,30.6
24008,Beauport--Limoilou,Dalila Elhak,Green Party,2.4,Alupa Alupa,Conservative,30.6
24008,Beauport--Limoilou,Bladimir Laborit,Forces et Démocratie - Allier les forces de nos régions,0.2,Alupa Alupa,Conservative,30.6
24008,Beauport--Limoilou,Claude Moreau,Marxist-Leninist,0.3,Alupa Alupa,Conservative,30.6
24009,Bécancour--Nicolet--Saurel,Corina Bastiani,Green Party,2.3,Louis Louis,Bloc Québécois,40.0
24009,Bécancour--Nicolet--Saurel,Claude Carpentier,Liberal,24.3,Louis Louis,Bloc Québécois,40.0
24009,Bécancour--Nicolet--Saurel,Yves Laberge,Conservative,11.4,Louis Louis,Bloc Québécois,40.0
24009,Bécancour--Nicolet--Saurel,Louis Plamondon,Bloc Québécois,40.0,Louis Louis,Bloc Québécois,40.0
24009,Bécancour--Nicolet--Saurel,Nicolas Tabah,NDP-New Democratic Party,22.1,Louis Louis,Bloc Québécois,40.0
24010,Bellechasse--Les Etchemins--Lévis,Steven Blaney,Conservative,50.9,Steven Steven,Conservative,50.9
24010,Bellechasse--Les Etchemins--Lévis,André Bélisle,Green Party,3.2,Steven Steven,Conservative,50.9
24010,Bellechasse--Les Etchemins--Lévis,Jean-Luc Daigle,NDP-New Democratic Party,13.6,Steven Steven,Conservative,50.9
24010,Bellechasse--Les Etchemins--Lévis,Antoine Dubé,Bloc Québécois,11.5,Steven Steven,Conservative,50.9
24010,Bellechasse--Les Etchemins--Lévis,Jacques Turgeon,Liberal,20.7,Steven Steven,Conservative,50.9
24011,Beloeil--Chambly,Claude Chalhoub,Conservative,9.3,Matthew Matthew,NDP-New Democratic Party,31.1
24011,Beloeil--Chambly,Karine Desjardins,Liberal,29.3,Matthew Matthew,NDP-New Democratic Party,31.1
24011,Beloeil--Chambly,Matthew Dubé,NDP-New Democratic Party,31.1,Matthew Matthew,NDP-New Democratic Party,31.1
24011,Beloeil--Chambly,Yves Lessard,Bloc Québécois,27.7,Matthew Matthew,NDP-New Democratic Party,31.1
24011,Beloeil--Chambly,Michael Maher,Libertarian,0.4,Matthew Matthew,NDP-New Democratic Party,31.1
24011,Beloeil--Chambly,Fodé Kerfalla Yansané,Green Party,2.3,Matthew Matthew,NDP-New Democratic Party,31.1
24012,Berthier--Maskinongé,Ruth Ellen Brosseau,NDP-New Democratic Party,42.2,Ruth Ellen Ruth Ellen,NDP-New Democratic Party,42.2
24012,Berthier--Maskinongé,Cate Burton,Green Party,1.6,Ruth Ellen Ruth Ellen,NDP-New Democratic Party,42.2
24012,Berthier--Maskinongé,Pierre Destrempes,Liberal,20.3,Ruth Ellen Ruth Ellen,NDP-New Democratic Party,42.2
24012,Berthier--Maskinongé,Marianne Foucrault,Conservative,10.2,Ruth Ellen Ruth Ellen,NDP-New Democratic Party,42.2
24012,Berthier--Maskinongé,Yves Perron,Bloc Québécois,25.8,Ruth Ellen Ruth Ellen,NDP-New Democratic Party,42.2
24013,Thérèse-De Blainville,Ramez Ayoub,Liberal,32.5,Ramez Ramez,Liberal,32.5
24013,Thérèse-De Blainville,Andrew Carkner,Green Party,2.4,Ramez Ramez,Liberal,32.5
24013,Thérèse-De Blainville,Alain Giguère,NDP-New Democratic Party,24.9,Ramez Ramez,Liberal,32.5
24013,Thérèse-De Blainville,Daniel Guindon,Libertarian,0.6,Ramez Ramez,Liberal,32.5
24013,Thérèse-De Blainville,Alain Marginean,Bloc Québécois,27.1,Ramez Ramez,Liberal,32.5
24013,Thérèse-De Blainville,Manuel Puga,Conservative,12.4,Ramez Ramez,Liberal,32.5
24014,Pierre-Boucher--Les Patriotes--Verchères,Xavier Barsalou-Duval,Bloc Québécois,28.6,Xavier Xavier,Bloc Québécois,28.6
24014,Pierre-Boucher--Les Patriotes--Verchères,Raphaël Fortin,NDP-New Democratic Party,24.3,Xavier Xavier,Bloc Québécois,28.6
24014,Pierre-Boucher--Les Patriotes--Verchères,Lucie Gagnon,Liberal,28.3,Xavier Xavier,Bloc Québécois,28.6
24014,Pierre-Boucher--Les Patriotes--Verchères,JiCi Lauzon,Green Party,8.5,Xavier Xavier,Bloc Québécois,28.6
24014,Pierre-Boucher--Les Patriotes--Verchères,Clovis Maheux,Conservative,10.2,Xavier Xavier,Bloc Québécois,28.6
24015,Bourassa,Claude Brunelle,Marxist-Leninist,0.6,Emmanuel Emmanuel,Liberal,54.1
24015,Bourassa,Maxime Charron,Green Party,2.2,Emmanuel Emmanuel,Liberal,54.1
24015,Bourassa,Julie Demers,Independent,1.6,Emmanuel Emmanuel,Liberal,54.1
24015,Bourassa,Emmanuel Dubourg,Liberal,54.1,Emmanuel Emmanuel,Liberal,54.1
24015,Bourassa,Dolmine Laguerre,NDP-New Democratic Party,14.9,Emmanuel Emmanuel,Liberal,54.1
24015,Bourassa,Gilles Léveillé,Bloc Québécois,17.1,Emmanuel Emmanuel,Liberal,54.1
24015,Bourassa,Jean-Marie Floriant Ndzana,Forces et Démocratie - Allier les forces de nos régions,0.2,Emmanuel Emmanuel,Liberal,54.1
24015,Bourassa,Jason Potasso-Justino,Conservative,9.3,Emmanuel Emmanuel,Liberal,54.1
24016,Brome--Missisquoi,Catherine Lusson,NDP-New Democratic Party,24.5,Denis Denis,Liberal,43.9
24016,Brome--Missisquoi,Patrick Melchior,Bloc Québécois,17.5,Denis Denis,Liberal,43.9
24016,Brome--Missisquoi,Cindy Moynan,Green Party,2.3,Denis Denis,Liberal,43.9
24016,Brome--Missisquoi,Patrick Paine,Forces et Démocratie - Allier les forces de nos régions,0.3,Denis Denis,Liberal,43.9
24016,Brome--Missisquoi,Denis Paradis,Liberal,43.9,Denis Denis,Liberal,43.9
24016,Brome--Missisquoi,Charles Poulin,Conservative,11.5,Denis Denis,Liberal,43.9
24017,Brossard--Saint-Lambert,Qais Hamidi,Conservative,12.6,Alexandra Alexandra,Liberal,50.3
24017,Brossard--Saint-Lambert,Fang Hu,Green Party,1.9,Alexandra Alexandra,Liberal,50.3
24017,Brossard--Saint-Lambert,Suzanne Lachance,Bloc Québécois,10.6,Alexandra Alexandra,Liberal,50.3
24017,Brossard--Saint-Lambert,Hoang Mai,NDP-New Democratic Party,24.6,Alexandra Alexandra,Liberal,50.3
24017,Brossard--Saint-Lambert,Alexandra Mendès,Liberal,50.3,Alexandra Alexandra,Liberal,50.3
24018,Rimouski-Neigette--Témiscouata--Les Basques,Louise Boutin,Green Party,1.5,Guy Guy,NDP-New Democratic Party,43.1
24018,Rimouski-Neigette--Témiscouata--Les Basques,Pierre Cadieux,Liberal,28.0,Guy Guy,NDP-New Democratic Party,43.1
24018,Rimouski-Neigette--Témiscouata--Les Basques,Johanne Carignan,Bloc Québécois,19.3,Guy Guy,NDP-New Democratic Party,43.1
24018,Rimouski-Neigette--Témiscouata--Les Basques,Guy Caron,NDP-New Democratic Party,43.1,Guy Guy,NDP-New Democratic Party,43.1
24018,Rimouski-Neigette--Témiscouata--Les Basques,Sébastien CôRhino Côrriveau,Rhinoceros,0.6,Guy Guy,NDP-New Democratic Party,43.1
24018,Rimouski-Neigette--Témiscouata--Les Basques,Francis Fortin,Conservative,7.5,Guy Guy,NDP-New Democratic Party,43.1
24019,Charlesbourg--Haute-Saint-Charles,Nathalie Baudet,Green Party,2.2,Pierre Pierre,Conservative,42.2
24019,Charlesbourg--Haute-Saint-Charles,Jean Côté,Liberal,23.2,Pierre Pierre,Conservative,42.2
24019,Charlesbourg--Haute-Saint-Charles,Anne-Marie Day,NDP-New Democratic Party,20.1,Pierre Pierre,Conservative,42.2
24019,Charlesbourg--Haute-Saint-Charles,Pierre Paul-Hus,Conservative,42.2,Pierre Pierre,Conservative,42.2
24019,Charlesbourg--Haute-Saint-Charles,Marc Antoine Turmel,Bloc Québécois,12.3,Pierre Pierre,Conservative,42.2
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Sylvie Boucher,Conservative,33.5,Sylvie Sylvie,Conservative,33.5
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Mario Desjardins Pelchat,Forces et Démocratie - Allier les forces de nos régions,0.4,Sylvie Sylvie,Conservative,33.5
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Sébastien Dufour,Bloc Québécois,19.1,Sylvie Sylvie,Conservative,33.5
24020,Beauport-Côte-de-Beaupré-Île d'Orléans-Charlevoix,Patrick Kerr,Green Party,1.7,Sylvie Sylvie,Conservative,33.5
